Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
607,60,80,15693,False,3.5,0,31/05/2025 11:41:04,False,0,1,93,74.2,9414,,3.4,102,31/05/2025 14:17:53,False,0,1,3818148C,93,2,14,GF,60/80,1022,1022,Perdix AI
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
7446,6.3,3,28,1.3,0.1,0.57,27,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7448,6.2,3,28,1.3,0.1,0.57,27,0,0,0,15,False,True,1,0,0,0,200,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7450,6.2,3,28,1.3,0.1,0.57,27,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7452,6.2,3,28,1.3,0.1,0.57,27,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7454,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7456,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7458,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,200,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7460,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7462,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7464,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7466,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7468,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7470,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7472,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7474,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.39,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7476,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7478,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7480,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7482,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7484,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7486,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7488,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7490,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7492,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7494,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7496,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7498,6.4,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7500,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7502,6.3,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7504,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7506,6.1,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7508,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7510,6.1,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7512,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7514,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7516,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7518,6.2,3,27,1.3,0.1,0.57,26,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7520,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7522,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7524,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7526,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7528,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7530,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7532,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7534,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7536,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7538,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7540,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7542,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7544,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7546,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7548,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7550,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7552,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7554,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7556,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7558,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7560,6.4,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7562,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7564,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7566,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7568,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7570,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7572,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7574,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7576,6.3,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7578,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7580,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7582,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7584,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7586,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,200,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7588,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7590,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7592,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7594,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7596,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7598,6.1,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7600,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7602,6.2,3,26,1.3,0.1,0.57,25,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7604,6.4,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7606,6.4,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7608,6.4,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7610,6.3,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7612,6.3,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7614,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7616,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7618,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.4,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7620,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7622,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7624,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7626,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7628,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7630,6.3,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7632,6.3,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7634,6.4,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7636,6.3,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7638,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7640,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7642,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7644,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7646,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7648,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7650,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7652,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7654,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7656,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7658,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7660,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7662,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7664,6.1,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7666,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7668,6.2,3,25,1.3,0.1,0.57,24,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7670,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7672,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7674,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7676,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7678,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7680,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7682,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7684,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7686,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7688,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7690,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7692,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7694,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,200,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7696,6,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.41,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7698,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7700,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7702,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7704,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,200,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7706,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7708,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7710,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.42,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7712,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7714,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7716,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7718,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7720,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7722,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7724,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7726,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7728,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7730,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7732,6,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7734,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7736,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7738,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7740,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7742,6.3,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7744,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7746,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7748,6.2,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7750,6.1,3,24,1.3,0.1,0.57,23,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7752,6.2,3,23,1.3,0.1,0.57,22,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7754,6.3,3,23,1.3,0.1,0.57,22,0,0,0,15,False,True,1,0,0,0,200,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7756,6.2,3,23,1.3,0.1,0.57,22,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
7758,6.2,3,23,1.3,0.1,0.57,22,0,0,0,15,False,True,1,0,0,0,199,3.43,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0
